,time,v(xtop.vdc_p),i(v.xtop.vvdc)
71,0.005850000000000003,1.0,0.0
72,0.005950000000000003,1.0,0.0
73,0.006050000000000003,1.0,0.0
74,0.0061500000000000036,1.0,0.0
75,0.006250000000000004,1.0,0.0
76,0.006350000000000004,1.0,0.0
77,0.006450000000000004,1.0,0.0
78,0.006550000000000005,1.0,0.0
79,0.006650000000000005,1.0,0.0
80,0.006750000000000005,1.0,0.0
81,0.006850000000000005,1.0,0.0
82,0.006950000000000006,1.0,0.0
83,0.007050000000000006,1.0,0.0
84,0.007150000000000006,1.0,0.0
85,0.0072500000000000064,1.0,0.0
86,0.007350000000000007,1.0,0.0
87,0.007450000000000007,1.0,0.0
88,0.007550000000000007,1.0,0.0
89,0.0076500000000000075,1.0,0.0
90,0.007750000000000008,1.0,0.0
91,0.007850000000000008,1.0,0.0
92,0.007950000000000007,1.0,0.0
93,0.008050000000000007,1.0,0.0
94,0.008150000000000006,1.0,0.0
95,0.008250000000000006,1.0,0.0
96,0.008350000000000005,1.0,0.0
97,0.008450000000000004,1.0,0.0
98,0.008550000000000004,1.0,0.0
99,0.008650000000000003,1.0,0.0
100,0.008750000000000003,1.0,0.0
101,0.008850000000000002,1.0,0.0
102,0.008950000000000001,1.0,0.0
103,0.00905,1.0,0.0
104,0.00915,1.0,0.0
105,0.00925,1.0,0.0
106,0.009349999999999999,1.0,0.0
107,0.009449999999999998,1.0,0.0
108,0.009549999999999998,1.0,0.0
109,0.009649999999999997,1.0,0.0
110,0.009749999999999997,1.0,0.0
111,0.009849999999999996,1.0,0.0
112,0.009949999999999995,1.0,0.0
113,0.010049999999999995,1.0,0.0
114,0.010149999999999994,1.0,0.0
115,0.010249999999999993,1.0,0.0
116,0.010349999999999993,1.0,0.0
117,0.010449999999999992,1.0,0.0
118,0.010549999999999992,1.0,0.0
119,0.010649999999999991,1.0,0.0
120,0.01074999999999999,1.0,0.0
121,0.01084999999999999,1.0,0.0
122,0.01094999999999999,1.0,0.0
123,0.011049999999999989,0.04999999999998929,0.0
124,0.011149999999999988,0.14999999999998867,0.0
125,0.011249999999999987,0.24999999999998807,0.0
126,0.011349999999999987,0.3499999999999875,0.0
127,0.011449999999999986,0.44999999999998685,0.0
128,0.011549999999999986,0.5499999999999863,0.0
129,0.011649999999999985,0.6499999999999857,0.0
130,0.011749999999999984,0.749999999999985,0.0
131,0.011849999999999984,0.8499999999999844,0.0
132,0.011949999999999983,0.9499999999999839,0.0
133,0.012,0.9999999999999991,0.0
134,0.01201,1.0,0.0
135,0.012029999999999999,1.0,0.0
136,0.012069999999999999,1.0,0.0
137,0.01215,1.0,0.0
138,0.012249999999999999,1.0,0.0
139,0.012349999999999998,1.0,0.0
140,0.012449999999999998,1.0,0.0
141,0.012549999999999997,1.0,0.0
142,0.012649999999999996,1.0,0.0
143,0.012749999999999996,1.0,0.0
144,0.012849999999999995,1.0,0.0
145,0.012949999999999995,1.0,0.0
146,0.013049999999999994,1.0,0.0
147,0.013149999999999993,1.0,0.0
148,0.013249999999999993,1.0,0.0
149,0.013349999999999992,1.0,0.0
150,0.013449999999999991,1.0,0.0
151,0.013549999999999991,1.0,0.0
152,0.01364999999999999,1.0,0.0
153,0.01374999999999999,1.0,0.0
154,0.013849999999999989,1.0,0.0
155,0.013949999999999988,1.0,0.0
156,0.014049999999999988,1.0,0.0
157,0.014149999999999987,1.0,0.0
158,0.014249999999999987,1.0,0.0
159,0.014349999999999986,1.0,0.0
160,0.014449999999999985,1.0,0.0
161,0.014549999999999985,1.0,0.0
162,0.014649999999999984,1.0,0.0
163,0.014749999999999984,1.0,0.0
164,0.014849999999999983,1.0,0.0
165,0.014949999999999982,1.0,0.0
166,0.015049999999999982,1.0,0.0
167,0.015149999999999981,1.0,0.0
168,0.01524999999999998,1.0,0.0
169,0.01534999999999998,1.0,0.0
170,0.01544999999999998,1.0,0.0
171,0.015549999999999979,1.0,0.0
172,0.01564999999999998,1.0,0.0
173,0.01574999999999998,1.0,0.0
174,0.01584999999999998,1.0,0.0
175,0.015949999999999978,1.0,0.0
176,0.016049999999999977,1.0,0.0
177,0.016149999999999977,1.0,0.0
178,0.016249999999999976,1.0,0.0
179,0.016349999999999976,1.0,0.0
180,0.016449999999999975,1.0,0.0
181,0.016549999999999974,1.0,0.0
182,0.016649999999999974,1.0,0.0
183,0.016749999999999973,1.0,0.0
184,0.016849999999999973,1.0,0.0
185,0.016949999999999972,1.0,0.0
186,0.01704999999999997,1.0,0.0
187,0.01714999999999997,1.0,0.0
188,0.01724999999999997,1.0,0.0
189,0.01734999999999997,1.0,0.0
190,0.01744999999999997,1.0,0.0
191,0.01754999999999997,1.0,0.0
192,0.017649999999999968,1.0,0.0
193,0.017749999999999967,1.0,0.0
194,0.017849999999999967,1.0,0.0
195,0.017949999999999966,1.0,0.0
196,0.018049999999999965,1.0,0.0
197,0.018149999999999965,1.0,0.0
198,0.018249999999999964,1.0,0.0
199,0.018349999999999964,1.0,0.0
200,0.018449999999999963,1.0,0.0
201,0.018549999999999962,1.0,0.0
202,0.018649999999999962,1.0,0.0
203,0.01874999999999996,1.0,0.0
204,0.01884999999999996,1.0,0.0
205,0.01894999999999996,1.0,0.0
206,0.01904999999999996,1.0,0.0
207,0.01914999999999996,1.0,0.0
208,0.019249999999999958,1.0,0.0
209,0.019349999999999958,1.0,0.0
210,0.019449999999999957,1.0,0.0
211,0.019549999999999956,1.0,0.0
212,0.019649999999999956,1.0,0.0
213,0.019749999999999955,1.0,0.0
214,0.019849999999999954,1.0,0.0
215,0.019949999999999954,1.0,0.0
216,0.020049999999999953,1.0,0.0
217,0.020149999999999953,1.0,0.0
218,0.020249999999999952,1.0,0.0
219,0.02034999999999995,1.0,0.0
220,0.02044999999999995,1.0,0.0
221,0.02054999999999995,1.0,0.0
222,0.02064999999999995,1.0,0.0
223,0.02074999999999995,1.0,0.0
224,0.02084999999999995,1.0,0.0
225,0.020949999999999948,1.0,0.0
226,0.021049999999999947,0.04999999999994592,0.0
227,0.021149999999999947,0.14999999999994532,0.0
228,0.021249999999999946,0.2499999999999447,0.0
229,0.021349999999999945,0.3499999999999441,0.0
230,0.021449999999999945,0.4499999999999435,0.0
231,0.021549999999999944,0.5499999999999429,0.0
232,0.021649999999999944,0.6499999999999423,0.0
233,0.021749999999999943,0.7499999999999417,0.0
234,0.021849999999999942,0.849999999999941,0.0
235,0.021949999999999942,0.9499999999999404,0.0
236,0.022,0.9999999999999974,0.0
237,0.02201,1.0,0.0
238,0.022029999999999998,1.0,0.0
239,0.022069999999999996,1.0,0.0
240,0.022149999999999996,1.0,0.0
241,0.022249999999999995,1.0,0.0
242,0.022349999999999995,1.0,0.0
243,0.022449999999999994,1.0,0.0
244,0.022549999999999994,1.0,0.0
245,0.022649999999999993,1.0,0.0
246,0.022749999999999992,1.0,0.0
247,0.022849999999999992,1.0,0.0
248,0.02294999999999999,1.0,0.0
249,0.02304999999999999,1.0,0.0
250,0.02314999999999999,1.0,0.0
251,0.02324999999999999,1.0,0.0
252,0.02334999999999999,1.0,0.0
253,0.023449999999999988,1.0,0.0
254,0.023549999999999988,1.0,0.0
255,0.023649999999999987,1.0,0.0
256,0.023749999999999986,1.0,0.0
257,0.023849999999999986,1.0,0.0
258,0.023949999999999985,1.0,0.0
259,0.024049999999999985,1.0,0.0
260,0.024149999999999984,1.0,0.0
261,0.024249999999999983,1.0,0.0
262,0.024349999999999983,1.0,0.0
263,0.024449999999999982,1.0,0.0
264,0.02454999999999998,1.0,0.0
265,0.02464999999999998,1.0,0.0
266,0.02474999999999998,1.0,0.0
267,0.02484999999999998,1.0,0.0
268,0.02494999999999998,1.0,0.0
269,0.02504999999999998,1.0,0.0
270,0.025149999999999978,1.0,0.0
271,0.025249999999999977,1.0,0.0
272,0.025349999999999977,1.0,0.0
273,0.025449999999999976,1.0,0.0
274,0.025549999999999976,1.0,0.0
275,0.025649999999999975,1.0,0.0
276,0.025749999999999974,1.0,0.0
277,0.025849999999999974,1.0,0.0
278,0.025949999999999973,1.0,0.0
279,0.026049999999999972,1.0,0.0
280,0.026149999999999972,1.0,0.0
281,0.02624999999999997,1.0,0.0
282,0.02634999999999997,1.0,0.0
283,0.02644999999999997,1.0,0.0
284,0.02654999999999997,1.0,0.0
285,0.02664999999999997,1.0,0.0
286,0.026749999999999968,1.0,0.0
287,0.026849999999999968,1.0,0.0
288,0.026949999999999967,1.0,0.0
289,0.027049999999999966,1.0,0.0
290,0.027149999999999966,1.0,0.0
291,0.027249999999999965,1.0,0.0
292,0.027349999999999965,1.0,0.0
293,0.027449999999999964,1.0,0.0
294,0.027549999999999963,1.0,0.0
295,0.027649999999999963,1.0,0.0
296,0.027749999999999962,1.0,0.0
297,0.02784999999999996,1.0,0.0
298,0.02794999999999996,1.0,0.0
299,0.02804999999999996,1.0,0.0
300,0.02814999999999996,1.0,0.0
301,0.02824999999999996,1.0,0.0
302,0.02834999999999996,1.0,0.0
303,0.028449999999999958,1.0,0.0
304,0.028549999999999957,1.0,0.0
305,0.028649999999999957,1.0,0.0
306,0.028749999999999956,1.0,0.0
307,0.028849999999999956,1.0,0.0
308,0.028949999999999955,1.0,0.0
309,0.029049999999999954,1.0,0.0
310,0.029149999999999954,1.0,0.0
311,0.029249999999999953,1.0,0.0
312,0.029349999999999953,1.0,0.0
313,0.029449999999999952,1.0,0.0
314,0.02954999999999995,1.0,0.0
315,0.02964999999999995,1.0,0.0
316,0.02974999999999995,1.0,0.0
317,0.02984999999999995,1.0,0.0
318,0.02994999999999995,1.0,0.0
319,0.03004999999999995,1.0,0.0
320,0.030149999999999948,1.0,0.0
321,0.030249999999999947,1.0,0.0
322,0.030349999999999946,1.0,0.0
323,0.030449999999999946,1.0,0.0
324,0.030549999999999945,1.0,0.0
325,0.030649999999999945,1.0,0.0
326,0.030749999999999944,1.0,0.0
327,0.030849999999999943,1.0,0.0
328,0.030949999999999943,1.0,0.0
329,0.031049999999999942,0.04999999999994245,0.0
330,0.03114999999999994,0.14999999999994185,0.0
331,0.03124999999999994,0.24999999999994124,0.0
332,0.03134999999999994,0.34999999999994064,0.0
333,0.03144999999999994,0.4499999999999435,0.0
334,0.031549999999999946,0.5499999999999463,0.0
335,0.03164999999999995,0.6499999999999492,0.0
336,0.03174999999999995,0.749999999999952,0.0
337,0.031849999999999955,0.8499999999999549,0.0
338,0.03194999999999996,0.9499999999999578,0.0
339,0.032,1.0,0.0
340,0.032010000000000004,1.0,0.0
341,0.03203,1.0,0.0
342,0.03207,1.0,0.0
343,0.03215,1.0,0.0
344,0.03225,1.0,0.0
345,0.032350000000000004,1.0,0.0
346,0.03245000000000001,1.0,0.0
347,0.03255000000000001,1.0,0.0
348,0.03265000000000001,1.0,0.0
349,0.032750000000000015,1.0,0.0
350,0.03285000000000002,1.0,0.0
351,0.03295000000000002,1.0,0.0
352,0.033050000000000024,1.0,0.0
353,0.03315000000000003,1.0,0.0
354,0.03325000000000003,1.0,0.0
355,0.03335000000000003,1.0,0.0
356,0.033450000000000035,1.0,0.0
357,0.03355000000000004,1.0,0.0
358,0.03365000000000004,1.0,0.0
359,0.033750000000000044,1.0,0.0
360,0.03385000000000005,1.0,0.0
361,0.03395000000000005,1.0,0.0
362,0.03405000000000005,1.0,0.0
363,0.034150000000000055,1.0,0.0
364,0.03425000000000006,1.0,0.0
365,0.03435000000000006,1.0,0.0
366,0.034450000000000064,1.0,0.0
367,0.03455000000000007,1.0,0.0
368,0.03465000000000007,1.0,0.0
369,0.03475000000000007,1.0,0.0
370,0.034850000000000075,1.0,0.0
371,0.03495000000000008,1.0,0.0
372,0.03505000000000008,1.0,0.0
373,0.035150000000000084,1.0,0.0
374,0.03525000000000009,1.0,0.0
375,0.03535000000000009,1.0,0.0
376,0.03545000000000009,1.0,0.0
377,0.035550000000000095,1.0,0.0
378,0.0356500000000001,1.0,0.0
379,0.0357500000000001,1.0,0.0
380,0.035850000000000104,1.0,0.0
381,0.03595000000000011,1.0,0.0
382,0.03605000000000011,1.0,0.0
383,0.03615000000000011,1.0,0.0
384,0.036250000000000115,1.0,0.0
385,0.03635000000000012,1.0,0.0
386,0.03645000000000012,1.0,0.0
387,0.036550000000000124,1.0,0.0
388,0.03665000000000013,1.0,0.0
389,0.03675000000000013,1.0,0.0
390,0.03685000000000013,1.0,0.0
391,0.036950000000000136,1.0,0.0
392,0.03705000000000014,1.0,0.0
393,0.03715000000000014,1.0,0.0
394,0.037250000000000144,1.0,0.0
395,0.03735000000000015,1.0,0.0
396,0.03745000000000015,1.0,0.0
397,0.03755000000000015,1.0,0.0
398,0.037650000000000156,1.0,0.0
399,0.03775000000000016,1.0,0.0
400,0.03785000000000016,1.0,0.0
401,0.037950000000000164,1.0,0.0
402,0.03805000000000017,1.0,0.0
403,0.03815000000000017,1.0,0.0
404,0.03825000000000017,1.0,0.0
405,0.038350000000000176,1.0,0.0
406,0.03845000000000018,1.0,0.0
407,0.03855000000000018,1.0,0.0
408,0.038650000000000184,1.0,0.0
409,0.03875000000000019,1.0,0.0
410,0.03885000000000019,1.0,0.0
411,0.03895000000000019,1.0,0.0
412,0.039050000000000196,1.0,0.0
413,0.0391500000000002,1.0,0.0
414,0.0392500000000002,1.0,0.0
415,0.039350000000000204,1.0,0.0
416,0.03945000000000021,1.0,0.0
417,0.03955000000000021,1.0,0.0
418,0.03965000000000021,1.0,0.0
419,0.039750000000000216,1.0,0.0
420,0.03985000000000022,1.0,0.0
421,0.03995000000000022,1.0,0.0
422,0.040050000000000224,1.0,0.0
423,0.04015000000000023,1.0,0.0
424,0.04025000000000023,1.0,0.0
425,0.04035000000000023,1.0,0.0
426,0.040450000000000236,1.0,0.0
427,0.04055000000000024,1.0,0.0
428,0.04065000000000024,1.0,0.0
429,0.040750000000000244,1.0,0.0
430,0.04085000000000025,1.0,0.0
431,0.04095000000000025,1.0,0.0
432,0.04105000000000025,0.05000000000025123,0.0
433,0.041150000000000256,0.1500000000002541,0.0
434,0.04125000000000026,0.25000000000025696,0.0
435,0.04135000000000026,0.3500000000002598,0.0
436,0.041450000000000264,0.4500000000002627,0.0
437,0.04155000000000027,0.5500000000002655,0.0
438,0.04165000000000027,0.6500000000002684,0.0
439,0.04175000000000027,0.7500000000002712,0.0
440,0.041850000000000276,0.8500000000002741,0.0
441,0.04195000000000028,0.950000000000277,0.0
442,0.042,1.0,0.0
443,0.042010000000000006,1.0,0.0
444,0.042030000000000005,1.0,0.0
445,0.04207,1.0,0.0
446,0.04215,1.0,0.0
447,0.04225,1.0,0.0
448,0.042350000000000006,1.0,0.0
449,0.04245000000000001,1.0,0.0
450,0.04255000000000001,1.0,0.0
451,0.042650000000000014,1.0,0.0
452,0.04275000000000002,1.0,0.0
453,0.04285000000000002,1.0,0.0
454,0.04295000000000002,1.0,0.0
455,0.043050000000000026,1.0,0.0
456,0.04315000000000003,1.0,0.0
457,0.04325000000000003,1.0,0.0
458,0.043350000000000034,1.0,0.0
459,0.04345000000000004,1.0,0.0
460,0.04355000000000004,1.0,0.0
461,0.04365000000000004,1.0,0.0
462,0.043750000000000046,1.0,0.0
463,0.04385000000000005,1.0,0.0
464,0.04395000000000005,1.0,0.0
465,0.044050000000000054,1.0,0.0
466,0.04415000000000006,1.0,0.0
467,0.04425000000000006,1.0,0.0
468,0.04435000000000006,1.0,0.0
469,0.044450000000000066,1.0,0.0
470,0.04455000000000007,1.0,0.0
471,0.04465000000000007,1.0,0.0
472,0.044750000000000074,1.0,0.0
473,0.04485000000000008,1.0,0.0
474,0.04495000000000008,1.0,0.0
475,0.04505000000000008,1.0,0.0
476,0.045150000000000086,1.0,0.0
477,0.04525000000000009,1.0,0.0
478,0.04535000000000009,1.0,0.0
479,0.045450000000000094,1.0,0.0
480,0.0455500000000001,1.0,0.0
481,0.0456500000000001,1.0,0.0
482,0.0457500000000001,1.0,0.0
483,0.045850000000000106,1.0,0.0
484,0.04595000000000011,1.0,0.0
485,0.04605000000000011,1.0,0.0
486,0.046150000000000115,1.0,0.0
487,0.04625000000000012,1.0,0.0
488,0.04635000000000012,1.0,0.0
489,0.04645000000000012,1.0,0.0
490,0.046550000000000126,1.0,0.0
491,0.04665000000000013,1.0,0.0
492,0.04675000000000013,1.0,0.0
493,0.046850000000000135,1.0,0.0
494,0.04695000000000014,1.0,0.0
495,0.04705000000000014,1.0,0.0
496,0.04715000000000014,1.0,0.0
497,0.047250000000000146,1.0,0.0
498,0.04735000000000015,1.0,0.0
499,0.04745000000000015,1.0,0.0
500,0.047550000000000155,1.0,0.0
501,0.04765000000000016,1.0,0.0
502,0.04775000000000016,1.0,0.0
503,0.04785000000000016,1.0,0.0
504,0.047950000000000166,1.0,0.0
505,0.04805000000000017,1.0,0.0
506,0.04815000000000017,1.0,0.0
507,0.048250000000000175,1.0,0.0
508,0.04835000000000018,1.0,0.0
509,0.04845000000000018,1.0,0.0
510,0.04855000000000018,1.0,0.0
511,0.048650000000000186,1.0,0.0
512,0.04875000000000019,1.0,0.0
513,0.04885000000000019,1.0,0.0
514,0.048950000000000195,1.0,0.0
515,0.0490500000000002,1.0,0.0
516,0.0491500000000002,1.0,0.0
517,0.0492500000000002,1.0,0.0
518,0.049350000000000206,1.0,0.0
519,0.04945000000000021,1.0,0.0
520,0.04955000000000021,1.0,0.0
521,0.049650000000000215,1.0,0.0
522,0.04975000000000022,1.0,0.0
523,0.04985000000000022,1.0,0.0
524,0.04995000000000022,1.0,0.0
525,0.050050000000000226,1.0,0.0
526,0.05015000000000023,1.0,0.0
527,0.05025000000000023,1.0,0.0
528,0.050350000000000235,1.0,0.0
529,0.05045000000000024,1.0,0.0
530,0.05055000000000024,1.0,0.0
531,0.05065000000000024,1.0,0.0
532,0.050750000000000246,1.0,0.0
533,0.05085000000000025,1.0,0.0
534,0.05095000000000025,1.0,0.0
535,0.051050000000000255,0.05000000000025123,0.0
536,0.05115000000000026,0.1500000000002541,0.0
537,0.05125000000000026,0.25000000000025696,0.0
538,0.051350000000000263,0.3500000000002598,0.0
539,0.051450000000000266,0.4500000000002627,0.0
540,0.05155000000000027,0.5500000000002655,0.0
541,0.05165000000000027,0.6500000000002684,0.0
542,0.051750000000000275,0.7500000000002712,0.0
543,0.05185000000000028,0.8500000000002741,0.0
544,0.05195000000000028,0.950000000000277,0.0
545,0.052000000000000005,1.0,0.0
546,0.05201000000000001,1.0,0.0
547,0.05203000000000001,1.0,0.0
548,0.052070000000000005,1.0,0.0
549,0.05215,1.0,0.0
550,0.052250000000000005,1.0,0.0
551,0.05235000000000001,1.0,0.0
552,0.05245000000000001,1.0,0.0
553,0.05255000000000001,1.0,0.0
554,0.052650000000000016,1.0,0.0
555,0.05275000000000002,1.0,0.0
556,0.05285000000000002,1.0,0.0
557,0.052950000000000025,1.0,0.0
558,0.05305000000000003,1.0,0.0
559,0.05315000000000003,1.0,0.0
560,0.05325000000000003,1.0,0.0
561,0.053350000000000036,1.0,0.0
562,0.05345000000000004,1.0,0.0
563,0.05355000000000004,1.0,0.0
564,0.053650000000000045,1.0,0.0
565,0.05375000000000005,1.0,0.0
566,0.05385000000000005,1.0,0.0
567,0.05395000000000005,1.0,0.0
568,0.054050000000000056,1.0,0.0
569,0.05415000000000006,1.0,0.0
570,0.05425000000000006,1.0,0.0
571,0.054350000000000065,1.0,0.0
572,0.05445000000000007,1.0,0.0
573,0.05455000000000007,1.0,0.0
574,0.054650000000000074,1.0,0.0
575,0.054750000000000076,1.0,0.0
576,0.05485000000000008,1.0,0.0
577,0.05495000000000008,1.0,0.0
578,0.055050000000000085,1.0,0.0
579,0.05515000000000009,1.0,0.0
580,0.05525000000000009,1.0,0.0
581,0.055350000000000094,1.0,0.0
582,0.055450000000000096,1.0,0.0
583,0.0555500000000001,1.0,0.0
584,0.0556500000000001,1.0,0.0
585,0.055750000000000105,1.0,0.0
586,0.05585000000000011,1.0,0.0
587,0.05595000000000011,1.0,0.0
588,0.056050000000000114,1.0,0.0
589,0.056150000000000116,1.0,0.0
590,0.05625000000000012,1.0,0.0
591,0.05635000000000012,1.0,0.0
592,0.056450000000000125,1.0,0.0
593,0.05655000000000013,1.0,0.0
594,0.05665000000000013,1.0,0.0
595,0.056750000000000134,1.0,0.0
596,0.05685000000000014,1.0,0.0
597,0.05695000000000014,1.0,0.0
598,0.05705000000000014,1.0,0.0
599,0.057150000000000145,1.0,0.0
600,0.05725000000000015,1.0,0.0
601,0.05735000000000015,1.0,0.0
602,0.057450000000000154,1.0,0.0
603,0.05755000000000016,1.0,0.0
604,0.05765000000000016,1.0,0.0
605,0.05775000000000016,1.0,0.0
606,0.057850000000000165,1.0,0.0
607,0.05795000000000017,1.0,0.0
608,0.05805000000000017,1.0,0.0
609,0.058150000000000174,1.0,0.0
610,0.05825000000000018,1.0,0.0
611,0.05835000000000018,1.0,0.0
612,0.05845000000000018,1.0,0.0
613,0.058550000000000185,1.0,0.0
614,0.05865000000000019,1.0,0.0
615,0.05875000000000019,1.0,0.0
616,0.058850000000000194,1.0,0.0
617,0.0589500000000002,1.0,0.0
618,0.0590500000000002,1.0,0.0
619,0.0591500000000002,1.0,0.0
620,0.059250000000000205,1.0,0.0
621,0.05935000000000021,1.0,0.0
622,0.05945000000000021,1.0,0.0
623,0.059550000000000214,1.0,0.0
624,0.05965000000000022,1.0,0.0
625,0.05975000000000022,1.0,0.0
626,0.05985000000000022,1.0,0.0
627,0.059950000000000225,1.0,0.0
628,0.06005000000000023,1.0,0.0
629,0.06015000000000023,1.0,0.0
630,0.060250000000000234,1.0,0.0
631,0.06035000000000024,1.0,0.0
632,0.06045000000000024,1.0,0.0
633,0.06055000000000024,1.0,0.0
634,0.060650000000000245,1.0,0.0
635,0.06075000000000025,1.0,0.0
636,0.06085000000000025,1.0,0.0
637,0.060950000000000254,1.0,0.0
638,0.06105000000000026,0.05000000000025817,0.0
639,0.06115000000000026,0.15000000000026104,0.0
640,0.06125000000000026,0.2500000000002639,0.0
641,0.061350000000000265,0.35000000000026676,0.0
642,0.06145000000000027,0.45000000000026963,0.0
643,0.06155000000000027,0.5500000000002725,0.0
644,0.061650000000000274,0.6500000000002754,0.0
645,0.06175000000000028,0.7500000000002782,0.0
646,0.06185000000000028,0.8500000000002811,0.0
647,0.06195000000000028,0.950000000000284,0.0
648,0.062000000000000006,1.0,0.0
649,0.06201000000000001,1.0,0.0
650,0.06203000000000001,1.0,0.0
651,0.06207000000000001,1.0,0.0
652,0.062150000000000004,1.0,0.0
653,0.06225000000000001,1.0,0.0
654,0.06235000000000001,1.0,0.0
655,0.06245000000000001,1.0,0.0
656,0.06255000000000001,1.0,0.0
657,0.06265000000000001,1.0,0.0
658,0.06275000000000001,1.0,0.0
659,0.06285000000000002,1.0,0.0
660,0.06295000000000002,1.0,0.0
661,0.06305000000000002,1.0,0.0
662,0.06315000000000003,1.0,0.0
663,0.06325000000000003,1.0,0.0
664,0.06335000000000003,1.0,0.0
665,0.06345000000000003,1.0,0.0
666,0.06355000000000004,1.0,0.0
667,0.06365000000000004,1.0,0.0
668,0.06375000000000004,1.0,0.0
669,0.06385000000000005,1.0,0.0
670,0.06395000000000005,1.0,0.0
671,0.06405000000000005,1.0,0.0
672,0.06415000000000005,1.0,0.0
673,0.06425000000000006,1.0,0.0
674,0.06435000000000006,1.0,0.0
675,0.06445000000000006,1.0,0.0
676,0.06455000000000007,1.0,0.0
677,0.06465000000000007,1.0,0.0
678,0.06475000000000007,1.0,0.0
679,0.06485000000000007,1.0,0.0
680,0.06495000000000008,1.0,0.0
681,0.06505000000000008,1.0,0.0
682,0.06515000000000008,1.0,0.0
683,0.06525000000000009,1.0,0.0
684,0.06535000000000009,1.0,0.0
685,0.06545000000000009,1.0,0.0
686,0.0655500000000001,1.0,0.0
687,0.0656500000000001,1.0,0.0
688,0.0657500000000001,1.0,0.0
689,0.0658500000000001,1.0,0.0
690,0.0659500000000001,1.0,0.0
691,0.06605000000000011,1.0,0.0
692,0.06615000000000011,1.0,0.0
693,0.06625000000000011,1.0,0.0
694,0.06635000000000012,1.0,0.0
695,0.06645000000000012,1.0,0.0
696,0.06655000000000012,1.0,0.0
697,0.06665000000000013,1.0,0.0
698,0.06675000000000013,1.0,0.0
699,0.06685000000000013,1.0,0.0
700,0.06695000000000013,1.0,0.0
701,0.06705000000000014,1.0,0.0
702,0.06715000000000014,1.0,0.0
703,0.06725000000000014,1.0,0.0
704,0.06735000000000015,1.0,0.0
705,0.06745000000000015,1.0,0.0
706,0.06755000000000015,1.0,0.0
707,0.06765000000000015,1.0,0.0
708,0.06775000000000016,1.0,0.0
709,0.06785000000000016,1.0,0.0
710,0.06795000000000016,1.0,0.0
711,0.06805000000000017,1.0,0.0
712,0.06815000000000017,1.0,0.0
713,0.06825000000000017,1.0,0.0
714,0.06835000000000017,1.0,0.0
715,0.06845000000000018,1.0,0.0
716,0.06855000000000018,1.0,0.0
717,0.06865000000000018,1.0,0.0
718,0.06875000000000019,1.0,0.0
