"Record Length",1000,"Points",-2.00000000e-009,-1.43124900e-002
"Sample Interval",4.00000000e-012,s,-1.99600000e-009,1.49843854e-002
"Trigger Point",500,"Samples",-1.99200000e-009,4.41406359e-002
"Trigger Time",1.79580747e-012,s,-1.98800000e-009,7.10000113e-002
"",,,-1.98400000e-009,9.28437616e-002
"Horizontal Offset",-2.00000000e-009,s,-1.98000000e-009,1.09718762e-001
,,,-1.97600000e-009,1.21437512e-001
,,,-1.97200000e-009,1.28296887e-001
,,,-1.96800000e-009,1.31000012e-001
,,,-1.96400000e-009,1.29078137e-001
,,,-1.96000000e-009,1.26140637e-001
,,,-1.95600000e-009,1.23203137e-001
,,,-1.95200000e-009,1.20750012e-001
,,,-1.94800000e-009,1.19000012e-001
,,,-1.94400000e-009,1.16250012e-001
,,,-1.94000000e-009,1.14875012e-001
,,,-1.93600000e-009,1.14578137e-001
,,,-1.93200000e-009,1.14812512e-001
,,,-1.92800000e-009,1.15000012e-001
,,,-1.92400000e-009,1.12312512e-001
,,,-1.92000000e-009,1.10015637e-001
,,,-1.91600000e-009,1.08734387e-001
,,,-1.91200000e-009,1.08968762e-001
,,,-1.90800000e-009,1.11000012e-001
,,,-1.90400000e-009,1.11593762e-001
,,,-1.90000000e-009,1.13781262e-001
,,,-1.89600000e-009,1.17375012e-001
,,,-1.89200000e-009,1.21984387e-001
,,,-1.88800000e-009,1.27000012e-001
,,,-1.88400000e-009,1.29296887e-001
,,,-1.88000000e-009,1.30656262e-001
,,,-1.87600000e-009,1.31296887e-001
,,,-1.87200000e-009,1.31437512e-001
,,,-1.86800000e-009,1.31000012e-001
,,,-1.86400000e-009,1.27625012e-001
,,,-1.86000000e-009,1.22375012e-001
,,,-1.85600000e-009,1.14875012e-001
,,,-1.85200000e-009,1.04625012e-001
,,,-1.84800000e-009,9.10000116e-002
,,,-1.84400000e-009,7.20000113e-002
,,,-1.84000000e-009,4.89843859e-002
,,,-1.83600000e-009,2.24843855e-002
,,,-1.83200000e-009,-6.60936489e-003
,,,-1.82800000e-009,-3.69999903e-002
,,,-1.82400000e-009,-6.67187408e-002
,,,-1.82000000e-009,-9.43124912e-002
,,,-1.81600000e-009,-1.18156242e-001
,,,-1.81200000e-009,-1.36734367e-001
,,,-1.80800000e-009,-1.48999992e-001
,,,-1.80400000e-009,-1.52984367e-001
,,,-1.80000000e-009,-1.51624992e-001
,,,-1.79600000e-009,-1.46203117e-001
,,,-1.79200000e-009,-1.38156242e-001
,,,-1.78800000e-009,-1.28999992e-001
,,,-1.78400000e-009,-1.18828117e-001
,,,-1.78000000e-009,-1.11359366e-001
,,,-1.77600000e-009,-1.07312491e-001
,,,-1.77200000e-009,-1.06687491e-001
,,,-1.76800000e-009,-1.08999991e-001
,,,-1.76400000e-009,-1.11406241e-001
,,,-1.76000000e-009,-1.15749992e-001
,,,-1.75600000e-009,-1.21328117e-001
,,,-1.75200000e-009,-1.27343742e-001
,,,-1.74800000e-009,-1.32999992e-001
,,,-1.74400000e-009,-1.34328117e-001
,,,-1.74000000e-009,-1.34828117e-001
,,,-1.73600000e-009,-1.35124992e-001
,,,-1.73200000e-009,-1.35749992e-001
,,,-1.72800000e-009,-1.36999992e-001
,,,-1.72400000e-009,-1.36109367e-001
,,,-1.72000000e-009,-1.35671867e-001
,,,-1.71600000e-009,-1.35828117e-001
,,,-1.71200000e-009,-1.36406242e-001
,,,-1.70800000e-009,-1.36999992e-001
,,,-1.70400000e-009,-1.35078117e-001
,,,-1.70000000e-009,-1.31734367e-001
,,,-1.69600000e-009,-1.27015617e-001
,,,-1.69200000e-009,-1.20890617e-001
,,,-1.68800000e-009,-1.12999991e-001
,,,-1.68400000e-009,-1.00953116e-001
,,,-1.68000000e-009,-8.55781161e-002
,,,-1.67600000e-009,-6.65156158e-002
,,,-1.67200000e-009,-4.35781154e-002
