"Record Length",1000,"Points",-2.00000000e-009,1.15328123e-001
"Sample Interval",4.00000000e-012,s,-1.99600000e-009,1.38359373e-001
"Trigger Point",500,"Samples",-1.99200000e-009,1.55343748e-001
"Trigger Time",1.94389270e-012,s,-1.98800000e-009,1.66124998e-001
"",,,-1.98400000e-009,1.70999998e-001
"Horizontal Offset",-2.00000000e-009,s,-1.98000000e-009,1.66249998e-001
,,,-1.97600000e-009,1.58640623e-001
,,,-1.97200000e-009,1.50468748e-001
,,,-1.96800000e-009,1.43562498e-001
,,,-1.96400000e-009,1.38999998e-001
,,,-1.96000000e-009,1.33062498e-001
,,,-1.95600000e-009,1.29937498e-001
,,,-1.95200000e-009,1.28890623e-001
,,,-1.94800000e-009,1.28499998e-001
,,,-1.94400000e-009,1.26999998e-001
,,,-1.94000000e-009,1.19468748e-001
,,,-1.93600000e-009,1.08874998e-001
,,,-1.93200000e-009,9.51562473e-002
,,,-1.92800000e-009,7.84687471e-002
,,,-1.92400000e-009,5.89999968e-002
,,,-1.92000000e-009,3.56093714e-002
,,,-1.91600000e-009,1.08281211e-002
,,,-1.91200000e-009,-1.50312543e-002
,,,-1.90800000e-009,-4.17812547e-002
,,,-1.90400000e-009,-6.90000051e-002
,,,-1.90000000e-009,-9.33750055e-002
,,,-1.89600000e-009,-1.16234381e-001
,,,-1.89200000e-009,-1.36953131e-001
,,,-1.88800000e-009,-1.54828131e-001
,,,-1.88400000e-009,-1.69000007e-001
,,,-1.88000000e-009,-1.73968757e-001
,,,-1.87600000e-009,-1.74828132e-001
,,,-1.87200000e-009,-1.72406257e-001
,,,-1.86800000e-009,-1.67531257e-001
,,,-1.86400000e-009,-1.61000006e-001
,,,-1.86000000e-009,-1.49656256e-001
,,,-1.85600000e-009,-1.39265631e-001
,,,-1.85200000e-009,-1.30921881e-001
,,,-1.84800000e-009,-1.25000006e-001
,,,-1.84400000e-009,-1.21000006e-001
,,,-1.84000000e-009,-1.14296881e-001
,,,-1.83600000e-009,-1.07046881e-001
,,,-1.83200000e-009,-9.75468806e-002
,,,-1.82800000e-009,-8.40156303e-002
,,,-1.82400000e-009,-6.50000051e-002
,,,-1.82000000e-009,-3.85937547e-002
,,,-1.81600000e-009,-7.62500421e-003
,,,-1.81200000e-009,2.63906213e-002
,,,-1.80800000e-009,6.13749968e-002
,,,-1.80400000e-009,9.49999973e-002
,,,-1.80000000e-009,1.22171873e-001
,,,-1.79600000e-009,1.43515623e-001
,,,-1.79200000e-009,1.58609373e-001
,,,-1.78800000e-009,1.67578123e-001
,,,-1.78400000e-009,1.70999998e-001
,,,-1.78000000e-009,1.65390623e-001
,,,-1.77600000e-009,1.57546873e-001
,,,-1.77200000e-009,1.49624998e-001
,,,-1.76800000e-009,1.43156248e-001
,,,-1.76400000e-009,1.38999998e-001
,,,-1.76000000e-009,1.33468748e-001
,,,-1.75600000e-009,1.30562498e-001
,,,-1.75200000e-009,1.29515623e-001
,,,-1.74800000e-009,1.28921873e-001
,,,-1.74400000e-009,1.26999998e-001
,,,-1.74000000e-009,1.18765623e-001
,,,-1.73600000e-009,1.07093747e-001
,,,-1.73200000e-009,9.18437473e-002
,,,-1.72800000e-009,7.30624970e-002
,,,-1.72400000e-009,5.09999967e-002
,,,-1.72000000e-009,2.48437463e-002
,,,-1.71600000e-009,-2.60937914e-003
,,,-1.71200000e-009,-3.05625046e-002
,,,-1.70800000e-009,-5.83125050e-002
,,,-1.70400000e-009,-8.50000054e-002
,,,-1.70000000e-009,-1.06781256e-001
,,,-1.69600000e-009,-1.25218756e-001
,,,-1.69200000e-009,-1.39921881e-001
,,,-1.68800000e-009,-1.50578131e-001
,,,-1.68400000e-009,-1.57000006e-001
,,,-1.68000000e-009,-1.54828131e-001
,,,-1.67600000e-009,-1.49906256e-001
,,,-1.67200000e-009,-1.43781256e-001
,,,-1.66800000e-009,-1.37796881e-001
,,,-1.66400000e-009,-1.33000006e-001
,,,-1.66000000e-009,-1.26328131e-001
,,,-1.65600000e-009,-1.22421881e-001
,,,-1.65200000e-009,-1.21468756e-001
,,,-1.64800000e-009,-1.22781256e-001
,,,-1.64400000e-009,-1.25000006e-001
,,,-1.64000000e-009,-1.22640631e-001
,,,-1.63600000e-009,-1.17671881e-001
,,,-1.63200000e-009,-1.08546881e-001
,,,-1.62800000e-009,-9.39218805e-002
,,,-1.62400000e-009,-7.30000052e-002
,,,-1.62000000e-009,-4.44062548e-002
,,,-1.61600000e-009,-1.16406293e-002
,,,-1.61200000e-009,2.33281212e-002
,,,-1.60800000e-009,5.83124968e-002
,,,-1.60400000e-009,9.09999973e-002
,,,-1.60000000e-009,1.16671873e-001
,,,-1.59600000e-009,1.36437498e-001
,,,-1.59200000e-009,1.50343748e-001
,,,-1.58800000e-009,1.58921873e-001
,,,-1.58400000e-009,1.62999998e-001
,,,-1.58000000e-009,1.59187498e-001
,,,-1.57600000e-009,1.53859373e-001
,,,-1.57200000e-009,1.48749998e-001
,,,-1.56800000e-009,1.44984373e-001
,,,-1.56400000e-009,1.42999998e-001
,,,-1.56000000e-009,1.38890623e-001
,,,-1.55600000e-009,1.36406248e-001
,,,-1.55200000e-009,1.35031248e-001
,,,-1.54800000e-009,1.33671873e-001
,,,-1.54400000e-009,1.30999998e-001
,,,-1.54000000e-009,1.22328123e-001
,,,-1.53600000e-009,1.10874998e-001
